,Unnamed: 0,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,gender_num
5151,,MK93363,Washington,F,Master,4177.666255,29133.0,104.0,0,Personal Auto,Sports Car,499.2,1.0
5152,,UM26324,Washington,M,High School or Below,5838.89915,81082.0,73.0,0,Corporate Auto,Four-Door Car,281.295903,0.0
5153,,ZN18884,California,M,Bachelor,6462.22199,0.0,65.0,0,Corporate Auto,Four-Door Car,312.0,0.0
5154,,PN18863,California,M,College,5109.50079,21277.0,66.0,0,Corporate Auto,Four-Door Car,316.8,0.0
5155,,BK76340,California,M,High School or Below,8278.716567,16924.0,226.0,0,Personal Auto,Luxury,1084.8,0.0
5156,,QZ83992,California,M,College,8682.234653,10540.0,115.0,0,Corporate Auto,SUV,552.0,0.0
5157,,WE23159,Oregon,M,High School or Below,9415.901707,0.0,133.0,0,Special Auto,Sports Car,1361.993232,0.0
5158,,GA86186,Oregon,M,College,3230.576665,62873.0,81.0,0,Special Auto,Four-Door Car,207.75186,0.0
5159,,ZM24497,California,M,High School or Below,17019.1929,98623.0,211.0,0,Personal Auto,Luxury,1012.8,0.0
5160,,EY97047,Oregon,M,College,2647.519741,37876.0,69.0,0,Corporate Auto,Four-Door Car,300.056383,0.0
5161,,NW14895,Arizona,M,Bachelor,12883.11573,77469.0,109.0,1,Personal Auto,SUV,757.170246,0.0
5162,,KS42294,California,F,College,20930.05217,30535.0,66.0,0,Personal Auto,Four-Door Car,94.142294,1.0
5163,,DQ50258,California,M,College,4814.350556,0.0,67.0,0,Personal Auto,Four-Door Car,482.4,0.0
5164,,XK10881,Oregon,M,Bachelor,4836.892172,39310.0,61.0,0,Personal Auto,Four-Door Car,93.181865,0.0
5165,,LC20778,Nevada,F,Master,18745.39592,27229.0,99.0,0,Personal Auto,Four-Door Car,475.2,1.0
5166,,LH87004,Washington,M,College,17367.52612,41418.0,112.0,0,Personal Auto,SUV,537.6,0.0
5167,,SZ17657,Oregon,F,College,9012.922138,67840.0,112.0,0,Personal Auto,SUV,83.240006,1.0
5168,,RI44399,California,F,Bachelor,5871.607022,0.0,80.0,0,Corporate Auto,Four-Door Car,871.055266,1.0
5169,,RF73080,Oregon,M,College,5926.729379,23091.0,96.0,5,Personal Auto,Four-Door Car,460.8,0.0
5170,,QA69109,Arizona,F,Master,5453.709172,69468.0,67.0,0,Personal Auto,Four-Door Car,302.733593,1.0
5171,,FK85203,California,M,High School or Below,9106.867749,74143.0,114.0,0,Personal Auto,SUV,547.2,0.0
5172,,ET44462,Arizona,M,High School or Below,5013.136429,65165.0,126.0,1,Personal Auto,SUV,604.8,0.0
5173,,SK27185,California,F,College,6672.05628,50537.0,165.0,0,Personal Auto,SUV,60.005031,1.0
5174,,JW87443,Oregon,F,College,6521.368813,72608.0,82.0,3,Personal Auto,Four-Door Car,393.6,1.0
5175,,OM37610,Nevada,F,High School or Below,13024.22378,26312.0,110.0,1,Personal Auto,Four-Door Car,565.837664,1.0
5176,,TJ58873,Oregon,M,High School or Below,2748.800067,56900.0,68.0,0,Personal Auto,Four-Door Car,304.115627,0.0
5177,,WE97690,Oregon,F,Bachelor,2803.59608,60707.0,70.0,0,Corporate Auto,Four-Door Car,327.061103,1.0
5178,,HH99354,Oregon,M,Bachelor,7231.000788,67276.0,61.0,0,Personal Auto,Two-Door Car,181.804443,0.0
5179,,UN90060,Oregon,F,High School or Below,8329.286254,30865.0,104.0,0,Personal Auto,SUV,21.261834,1.0
5180,,BR76202,California,F,Master,4626.801093,79487.0,114.0,0,Personal Auto,SUV,547.2,1.0
5181,,MO48960,California,F,Doctor,6265.343299,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786,1.0
5182,,QG50480,Oregon,M,College,4504.16329,0.0,62.0,0,Personal Auto,Two-Door Car,135.851316,0.0
5183,,RE73564,Oregon,F,Bachelor,11533.47722,41098.0,96.0,0,Personal Auto,Two-Door Car,250.058657,1.0
5184,,EN32990,Arizona,F,College,5349.996572,89158.0,67.0,0,Personal Auto,Four-Door Car,272.195232,1.0
5185,,OO97388,Oregon,F,Master,2855.687705,99612.0,70.0,0,Personal Auto,Two-Door Car,336.0,1.0
5186,,JN66901,Nevada,M,High School or Below,6601.611299,0.0,194.0,0,Corporate Auto,Luxury,2306.508397,0.0
5187,,UI64573,Oregon,F,High School or Below,3470.177816,94885.0,86.0,3,Personal Auto,Four-Door Car,170.532133,1.0
5188,,HJ64867,Arizona,F,College,5895.106386,78352.0,74.0,0,Personal Auto,Two-Door Car,152.365482,1.0
5189,,MT35297,Oregon,F,High School or Below,5065.935608,43460.0,63.0,0,Personal Auto,Four-Door Car,302.4,1.0
5190,,VB69838,Oregon,F,High School or Below,41787.90343,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2,1.0
5191,,JR34589,Nevada,F,High School or Below,4882.286714,21236.0,123.0,0,Personal Auto,SUV,131.262395,1.0
5192,,EI85578,California,F,Bachelor,3837.615029,0.0,106.0,0,Personal Auto,SUV,117.229971,1.0
5193,,DH85144,Oregon,M,College,2154.073997,0.0,65.0,0,Personal Auto,Four-Door Car,312.0,0.0
5194,,HC31007,California,M,High School or Below,5049.118385,0.0,68.0,0,Personal Auto,Four-Door Car,457.169818,0.0
5195,,MT58123,California,M,College,13869.92705,28432.0,118.0,0,Corporate Auto,SUV,612.300581,0.0
5196,,GQ78238,Oregon,M,High School or Below,5213.3743,65167.0,131.0,0,Personal Auto,SUV,628.8,0.0
5197,,UO44449,Washington,F,College,4911.115538,33700.0,62.0,0,Corporate Auto,Four-Door Car,274.114843,1.0
5198,,VK98618,Arizona,F,College,7751.855026,0.0,105.0,0,Personal Auto,SUV,756.0,1.0
5199,,BG30513,California,F,College,25464.82059,13663.0,97.0,0,Personal Auto,Four-Door Car,465.6,1.0
5200,,KD20203,Oregon,M,College,9472.956706,0.0,131.0,0,Corporate Auto,SUV,628.8,0.0
5201,,HR26088,Arizona,F,College,5926.957452,0.0,84.0,2,Personal Auto,Four-Door Car,403.2,1.0
5202,,XD72019,Oregon,F,Bachelor,8470.043225,0.0,82.0,0,Personal Auto,Four-Door Car,479.312226,1.0
5203,,XD82117,Arizona,F,College,8675.993821,65933.0,108.0,0,Personal Auto,SUV,379.951464,1.0
5204,,CT47738,Oregon,F,College,18205.67367,0.0,128.0,0,Corporate Auto,Sports Car,614.4,1.0
5205,,NY30370,Washington,M,High School or Below,2618.326183,28663.0,66.0,0,Corporate Auto,Two-Door Car,430.604489,0.0
5206,,EH69733,Arizona,M,Bachelor,3349.639274,78092.0,84.0,0,Corporate Auto,Four-Door Car,344.015386,0.0
5207,,QV89210,Nevada,F,High School or Below,5979.724161,57693.0,76.0,0,Corporate Auto,Four-Door Car,547.2,1.0
5208,,QK90365,Oregon,F,Master,16301.9676,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018,1.0
5209,,UR67446,California,F,High School or Below,7882.987485,23235.0,99.0,0,Personal Auto,Four-Door Car,587.656629,1.0
5210,,FJ76376,California,M,Bachelor,7748.811,79528.0,64.0,0,Personal Auto,Two-Door Car,175.429028,0.0
5211,,ZI85739,California,F,Master,15860.03591,0.0,136.0,0,Personal Auto,SUV,46.098963,1.0
5212,,AM72411,Oregon,M,High School or Below,2279.696801,23253.0,61.0,0,Personal Auto,Two-Door Car,292.8,0.0
5213,,IC77855,California,M,College,15272.79977,40571.0,100.0,2,Personal Auto,SUV,361.788917,0.0
5214,,ZM70632,California,F,Bachelor,5498.753121,60668.0,138.0,0,Personal Auto,SUV,553.699596,1.0
5215,,JM59803,California,M,Doctor,5743.403321,61776.0,73.0,3,Personal Auto,Two-Door Car,343.278996,0.0
5216,,KG84303,California,M,Master,3942.917284,38820.0,99.0,0,Personal Auto,Four-Door Car,547.619785,0.0
5217,,OJ37666,California,F,Bachelor,2503.603127,47285.0,63.0,0,Personal Auto,Four-Door Car,302.4,1.0
5218,,VV49688,Oregon,M,High School or Below,4558.592305,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4,0.0
5219,,KH55886,Oregon,M,Bachelor,67907.2705,78310.0,192.0,1,Personal Auto,Sports Car,151.711475,0.0
5220,,QZ70160,Nevada,F,College,2396.672304,26222.0,62.0,0,Personal Auto,Four-Door Car,297.6,1.0
5221,,FU51754,Arizona,M,High School or Below,5568.947534,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238,0.0
5222,,KY48450,Oregon,F,College,7334.517166,83926.0,181.0,0,Personal Auto,Luxury,124.447153,1.0
5223,,ZG18090,California,M,Master,7150.111338,24124.0,91.0,0,Corporate Auto,Four-Door Car,436.8,0.0
5224,,UI99151,Nevada,M,High School or Below,12023.75062,28879.0,106.0,0,Personal Auto,Sports Car,763.2,0.0
5225,,VB59276,Oregon,M,Bachelor,4018.88493,0.0,112.0,0,Corporate Auto,SUV,544.250322,0.0
5226,,CJ64468,Oregon,F,College,4770.550911,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545,1.0
5227,,GM61951,Nevada,F,High School or Below,29297.33082,0.0,115.0,0,Personal Auto,SUV,1251.042795,1.0
5228,,BO15959,Washington,F,College,27929.96441,88105.0,86.0,0,Personal Auto,Four-Door Car,412.8,1.0
5229,,ZK50586,Oregon,F,College,2899.922473,66524.0,74.0,4,Personal Auto,Two-Door Car,238.517525,1.0
5230,,DM22923,Oregon,M,Bachelor,2331.325089,27398.0,68.0,1,Personal Auto,Four-Door Car,326.4,0.0
5231,,DQ58142,Arizona,M,High School or Below,8561.561976,37759.0,108.0,0,Corporate Auto,SUV,518.4,0.0
5232,,YW47108,California,M,College,11280.72641,45743.0,96.0,0,Personal Auto,Four-Door Car,673.780804,0.0
5233,,DS62172,Oregon,F,Bachelor,2764.024716,54183.0,70.0,0,Personal Auto,Four-Door Car,336.0,1.0
5234,,VL58402,Washington,M,College,2580.849899,46900.0,66.0,0,Personal Auto,Four-Door Car,316.8,0.0
5235,,YV82597,Nevada,F,Doctor,10856.01489,59803.0,90.0,0,Corporate Auto,Two-Door Car,22.75546,1.0
5236,,FN33339,Oregon,F,High School or Below,4150.836913,53787.0,104.0,0,Corporate Auto,Four-Door Car,666.092015,1.0
5237,,UZ97486,California,M,Bachelor,16979.79757,35095.0,73.0,0,Corporate Auto,Two-Door Car,525.6,0.0
5238,,LL92275,California,F,College,5028.739297,0.0,67.0,0,Personal Auto,Four-Door Car,216.196521,1.0
5239,,FB95288,California,M,High School or Below,64618.75715,0.0,217.0,1,Personal Auto,Luxury,1562.4,0.0
5240,,NB30472,Arizona,F,College,41103.24183,30845.0,116.0,1,Personal Auto,Four-Door Car,556.8,1.0
5241,,RX66745,Washington,M,Bachelor,22658.53652,23665.0,67.0,0,Corporate Auto,Four-Door Car,404.817249,0.0
5242,,II97469,California,M,High School or Below,7013.436657,92107.0,88.0,0,Personal Auto,Four-Door Car,16.37296,0.0
5243,,VF17463,Oregon,M,College,8658.863813,62464.0,109.0,0,Personal Auto,Sports Car,400.181882,0.0
5244,,GW77328,Oregon,M,Doctor,5214.342348,69991.0,65.0,0,Personal Auto,Four-Door Car,4.619402,0.0
5245,,CF44171,California,F,Bachelor,4334.064096,23904.0,123.0,3,Personal Auto,SUV,590.4,1.0
5246,,ZN65873,California,F,High School or Below,3731.504584,0.0,96.0,0,Corporate Auto,Four-Door Car,460.8,1.0
5247,,EO75698,Oregon,F,Bachelor,22242.51659,83894.0,110.0,0,Personal Auto,Four-Door Car,82.019005,1.0
5248,,GB94407,California,M,College,12280.76661,88340.0,102.0,0,Corporate Auto,Two-Door Car,489.6,0.0
5249,,KM63956,California,M,Master,13024.13012,0.0,125.0,0,Corporate Auto,SUV,900.0,0.0
5250,,LM79795,Oregon,M,High School or Below,7488.785177,39602.0,64.0,0,Personal Auto,Two-Door Car,307.2,0.0
5251,,XT35473,Arizona,M,Bachelor,2300.691547,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4,0.0
5252,,LO90163,Nevada,F,Bachelor,30081.36783,24626.0,108.0,0,Personal Auto,SUV,225.971279,1.0
5253,,LU65596,California,F,College,3745.374656,59732.0,94.0,0,Corporate Auto,Four-Door Car,135.626867,1.0
5254,,SV94314,Arizona,M,Bachelor,13246.56841,36898.0,169.0,1,Personal Auto,SUV,811.2,0.0
5255,,RW86245,Arizona,M,High School or Below,5008.275979,92864.0,123.0,0,Personal Auto,SUV,96.338144,0.0
5256,,JG41490,Arizona,F,Bachelor,2396.219292,0.0,66.0,2,Corporate Auto,Four-Door Car,433.160284,1.0
5257,,FO63400,California,F,College,5146.898635,93752.0,64.0,0,Corporate Auto,Four-Door Car,154.713524,1.0
5258,,FE84109,Washington,M,Bachelor,6540.204626,21156.0,89.0,0,Personal Auto,Two-Door Car,111.836561,0.0
5259,,KG21285,Arizona,M,College,7159.806745,67206.0,90.0,0,Personal Auto,Four-Door Car,76.289123,0.0
5260,,TQ33359,California,M,High School or Below,6087.302608,85654.0,76.0,0,Personal Auto,Four-Door Car,46.20341,0.0
5261,,ZG59671,Oregon,M,College,9772.736775,59325.0,83.0,0,Personal Auto,Four-Door Car,81.599332,0.0
5262,,AY19539,California,M,College,6005.847375,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8,0.0
5263,,KU23440,Oregon,F,Master,6811.576281,0.0,63.0,1,Personal Auto,Four-Door Car,302.4,1.0
5264,,IJ83011,California,M,College,16350.13061,0.0,165.0,1,Corporate Auto,SUV,1452.213743,0.0
5265,,KE35335,Washington,F,College,3580.261881,75333.0,90.0,1,Personal Auto,Four-Door Car,289.236063,1.0
5266,,FE90301,Nevada,F,Bachelor,5821.128509,61108.0,72.0,0,Personal Auto,Four-Door Car,23.773332,1.0
5267,,CK35310,Nevada,F,High School or Below,2839.56968,27083.0,73.0,1,Personal Auto,Four-Door Car,525.6,1.0
5268,,XU97999,California,M,High School or Below,10097.19837,68997.0,63.0,0,Personal Auto,Four-Door Car,206.926432,0.0
5269,,RF73329,California,F,High School or Below,2674.227315,33451.0,67.0,0,Personal Auto,Four-Door Car,337.219884,1.0
5270,,WO12850,Nevada,F,Bachelor,4515.445404,21500.0,115.0,0,Corporate Auto,Four-Door Car,39.292196,1.0
5271,,AB26022,Oregon,M,High School or Below,7998.347343,26487.0,112.0,0,Corporate Auto,SUV,602.431489,0.0
5272,,HL91178,California,M,High School or Below,2809.766683,74713.0,70.0,0,Personal Auto,Four-Door Car,336.0,0.0
5273,,HS77089,Washington,M,Bachelor,4748.794301,0.0,70.0,0,Personal Auto,Four-Door Car,504.0,0.0
5274,,WK18603,California,M,Doctor,5272.518472,85607.0,66.0,0,Personal Auto,Four-Door Car,67.647131,0.0
5275,,XS44101,California,F,Bachelor,6712.294021,44891.0,83.0,0,Personal Auto,Four-Door Car,74.803791,1.0
5276,,RE93978,Washington,M,College,8188.976576,89061.0,103.0,0,Personal Auto,SUV,565.267705,0.0
5277,,WX19595,Arizona,M,High School or Below,14429.89284,0.0,198.0,0,Personal Auto,Luxury,962.159318,0.0
5278,,EA55071,Arizona,F,Bachelor,4376.363592,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683,1.0
5279,,HH45183,Oregon,M,High School or Below,3713.803592,93308.0,92.0,0,Personal Auto,Four-Door Car,441.6,0.0
5280,,NL75739,Arizona,M,High School or Below,7590.050089,10375.0,66.0,0,Personal Auto,Two-Door Car,316.8,0.0
5281,,XE96798,Oregon,M,Master,2795.735679,85950.0,69.0,0,Personal Auto,Four-Door Car,47.70723,0.0
5282,,UU12600,Nevada,F,Bachelor,8640.753192,33402.0,109.0,0,Personal Auto,SUV,71.053011,1.0
5283,,NL39999,Washington,M,High School or Below,2624.896858,18129.0,71.0,0,Personal Auto,Two-Door Car,340.8,0.0
5284,,ZN45349,Oregon,M,College,4815.020779,0.0,66.0,0,Personal Auto,Two-Door Car,711.8026,0.0
5285,,EV34073,California,F,College,4460.418492,0.0,65.0,1,Corporate Auto,Four-Door Car,312.0,1.0
5286,,HM94328,Arizona,M,College,6047.02516,20396.0,76.0,1,Corporate Auto,Four-Door Car,364.8,0.0
5287,,QX64770,Oregon,F,Master,8221.870429,13376.0,108.0,0,Personal Auto,Four-Door Car,774.714929,1.0
5288,,IN95983,California,F,College,6798.272436,32517.0,94.0,3,Special Auto,Four-Door Car,451.2,1.0
5289,,AD89594,California,M,College,12817.41348,28651.0,67.0,0,Personal Auto,Four-Door Car,302.272725,0.0
5290,,SQ37580,Arizona,F,Bachelor,5219.886414,64964.0,66.0,0,Personal Auto,Four-Door Car,286.967405,1.0
5291,,IN64985,Nevada,F,College,6140.242989,34112.0,77.0,0,Personal Auto,Four-Door Car,369.6,1.0
5292,,UL96474,Arizona,F,College,3756.63877,0.0,108.0,3,Personal Auto,SUV,718.383,1.0
5293,,IG89777,California,M,High School or Below,7356.559341,81145.0,92.0,0,Corporate Auto,Two-Door Car,321.060571,0.0
5294,,YJ14330,California,F,Master,32725.2974,39894.0,134.0,0,Corporate Auto,SUV,411.077415,1.0
5295,,NK20941,California,M,High School or Below,7057.463184,52447.0,90.0,0,Personal Auto,Four-Door Car,61.585668,0.0
5296,,XQ28930,California,M,College,11005.02349,0.0,69.0,2,Personal Auto,Four-Door Car,496.8,0.0
5297,,LY73893,California,M,College,5563.771927,35398.0,71.0,0,Personal Auto,Four-Door Car,340.8,0.0
5298,,II20035,Oregon,F,High School or Below,7451.479991,26239.0,65.0,0,Personal Auto,Four-Door Car,312.0,1.0
5299,,OH69760,Arizona,F,College,5181.054467,0.0,70.0,0,Personal Auto,Four-Door Car,336.0,1.0
5300,,WN45973,Washington,M,Master,12584.00638,83013.0,103.0,0,Corporate Auto,SUV,155.125923,0.0
5301,,UT21323,California,M,College,13057.01188,0.0,190.0,0,Personal Auto,Luxury,1833.182529,0.0
5302,,GM46746,Arizona,F,High School or Below,17776.82267,86205.0,223.0,0,Personal Auto,Luxury,1070.4,1.0
5303,,GZ64473,Nevada,M,College,2757.383982,50414.0,69.0,0,Personal Auto,Four-Door Car,331.2,0.0
5304,,FE93959,California,M,Doctor,7535.42519,37496.0,65.0,0,Corporate Auto,Two-Door Car,312.0,0.0
5305,,YC33550,Oregon,F,High School or Below,2826.804029,24224.0,71.0,0,Corporate Auto,Two-Door Car,511.2,1.0
5306,,MT91532,California,M,Bachelor,7326.544855,62338.0,92.0,0,Corporate Auto,Four-Door Car,4.216231,0.0
5307,,XE65072,Oregon,M,College,6633.137616,63483.0,83.0,0,Personal Auto,Four-Door Car,85.073541,0.0
5308,,AT72574,Arizona,M,High School or Below,2485.886754,0.0,70.0,0,Personal Auto,Two-Door Car,504.0,0.0
5309,,FP10040,Oregon,M,High School or Below,8598.185237,38113.0,73.0,0,Personal Auto,Four-Door Car,203.640251,0.0
5310,,AQ51159,Arizona,F,High School or Below,8586.801328,38676.0,72.0,0,Personal Auto,Four-Door Car,146.124719,1.0
5311,,HB21182,Arizona,F,Master,2417.777032,20200.0,65.0,3,Personal Auto,Two-Door Car,312.0,1.0
5312,,SM17747,Arizona,M,College,2693.663643,29038.0,69.0,0,Personal Auto,Four-Door Car,56.351667,0.0
5313,,YA87855,Arizona,M,Master,7179.22522,23179.0,91.0,0,Corporate Auto,Two-Door Car,436.8,0.0
5314,,MR52230,Oregon,M,Doctor,10629.33736,56598.0,88.0,0,Personal Auto,Four-Door Car,92.966783,0.0
5315,,FR54989,Arizona,M,College,2710.918992,0.0,76.0,0,Corporate Auto,Two-Door Car,547.2,0.0
5316,,RW82766,Oregon,F,Bachelor,7724.052993,46988.0,195.0,0,Corporate Auto,Luxury,294.762659,1.0
5317,,IX60941,Oregon,M,College,3508.569533,20978.0,98.0,1,Personal Auto,Four-Door Car,1176.2788,0.0
5318,,GQ26671,California,F,High School or Below,2241.108638,0.0,63.0,0,Personal Auto,Two-Door Car,453.6,1.0
5319,,UH89141,Oregon,F,High School or Below,33279.77231,59130.0,117.0,0,Corporate Auto,Sports Car,436.533172,1.0
5320,,WO30947,Washington,M,Bachelor,5348.30258,31572.0,70.0,3,Personal Auto,Four-Door Car,292.434826,0.0
5321,,ZN86559,California,F,Bachelor,5251.152281,0.0,72.0,0,Personal Auto,Four-Door Car,345.6,1.0
5322,,NZ73268,California,M,Bachelor,4686.807406,32646.0,119.0,0,Corporate Auto,Four-Door Car,464.99983,0.0
5323,,YD80815,Arizona,F,Bachelor,7148.331333,51791.0,181.0,1,Personal Auto,Luxury,422.960234,1.0
5324,,BE54454,Washington,M,High School or Below,5028.575209,70828.0,62.0,0,Personal Auto,Four-Door Car,297.6,0.0
5325,,JB76199,Oregon,F,College,2415.415525,40903.0,61.0,0,Corporate Auto,Four-Door Car,409.88696,1.0
5326,,PN68458,California,F,High School or Below,7545.548643,0.0,106.0,1,Corporate Auto,SUV,631.108223,1.0
5327,,IM55696,California,F,High School or Below,5264.425866,24031.0,66.0,0,Personal Auto,Four-Door Car,316.8,1.0
5328,,UD99395,Oregon,M,High School or Below,4474.48438,84927.0,112.0,0,Personal Auto,SUV,537.6,0.0
5329,,PA90653,Oregon,F,Bachelor,21578.86035,0.0,72.0,0,Corporate Auto,Two-Door Car,510.976913,1.0
5330,,WE64939,California,F,College,2902.622439,23893.0,73.0,0,Personal Auto,Four-Door Car,186.292275,1.0
5331,,KC67652,Arizona,M,Doctor,10876.4794,71255.0,138.0,0,Personal Auto,Sports Car,138.633681,0.0
5332,,FQ33633,Nevada,F,College,4413.285858,37697.0,112.0,0,Personal Auto,SUV,38.403843,1.0
5333,,QS23134,Arizona,M,College,12504.49422,33746.0,106.0,0,Personal Auto,Two-Door Car,508.8,0.0
5334,,EZ70589,Washington,F,College,7462.926263,70263.0,93.0,0,Personal Auto,Two-Door Car,7.345946,1.0
5335,,KT91115,Oregon,M,Bachelor,4690.793868,43367.0,118.0,0,Personal Auto,Four-Door Car,1026.741926,0.0
5336,,RS66246,California,F,High School or Below,2943.045259,0.0,81.0,0,Personal Auto,Two-Door Car,388.8,1.0
5337,,YX72707,Oregon,F,Doctor,5003.336664,0.0,66.0,1,Personal Auto,Four-Door Car,445.19869,1.0
5338,,LJ79533,Nevada,F,High School or Below,13466.92071,11432.0,119.0,0,Special Auto,SUV,571.2,1.0
5339,,JQ95021,California,M,College,3386.186515,67249.0,86.0,0,Special Auto,Four-Door Car,33.894695,0.0
5340,,ET88948,California,F,Bachelor,5503.440723,76839.0,68.0,0,Personal Auto,Four-Door Car,326.4,1.0
5341,,GW43195,Oregon,F,College,25807.063,71210.0,214.0,1,Personal Auto,Luxury,1027.2,1.0
5342,,MQ54182,California,F,Bachelor,4739.34663,49447.0,119.0,2,Personal Auto,Four-Door Car,762.007253,1.0
5343,,WM39308,Nevada,F,High School or Below,15777.88702,98713.0,65.0,0,Personal Auto,Two-Door Car,289.894293,1.0
5344,,DK20428,Oregon,M,Bachelor,2619.865336,26094.0,67.0,0,Personal Auto,Two-Door Car,2.028223,0.0
5345,,IZ67803,California,M,Master,15445.66166,26990.0,65.0,1,Personal Auto,Four-Door Car,297.864823,0.0
5346,,VW65351,Washington,F,College,3355.528168,46644.0,84.0,0,Personal Auto,Four-Door Car,150.688024,1.0
5347,,SY36127,California,F,Master,2874.08847,33462.0,72.0,0,Personal Auto,Four-Door Car,112.425578,1.0
5348,,LA20890,Oregon,F,Bachelor,2846.645431,66880.0,71.0,0,Personal Auto,Four-Door Car,340.8,1.0
5349,,EP48362,Arizona,M,Bachelor,23813.52051,88680.0,66.0,0,Personal Auto,Four-Door Car,201.762191,0.0
5350,,BI46495,Oregon,M,High School or Below,5313.467001,0.0,79.0,0,Corporate Auto,Two-Door Car,568.8,0.0
5351,,ON91363,Washington,M,College,3730.144916,75132.0,93.0,2,Personal Auto,Four-Door Car,446.4,0.0
5352,,TG95261,California,F,Master,9031.214859,0.0,122.0,0,Personal Auto,Sports Car,650.52179,1.0
5353,,EE59791,California,F,High School or Below,5931.28489,56617.0,74.0,0,Personal Auto,Four-Door Car,355.2,1.0
5354,,IV84135,California,F,College,9429.080755,75638.0,83.0,4,Personal Auto,Four-Door Car,108.69654,1.0
5355,,TE11374,California,F,Bachelor,7613.049819,24982.0,109.0,4,Personal Auto,SUV,523.2,1.0
5356,,GH12466,Washington,F,High School or Below,3313.014405,40348.0,83.0,0,Personal Auto,Four-Door Car,26.314753,1.0
5357,,PC43437,Arizona,F,College,7317.014254,24083.0,63.0,1,Personal Auto,Four-Door Car,340.453606,1.0
5358,,PW98890,Oregon,F,Bachelor,2665.737082,81538.0,66.0,0,Personal Auto,Four-Door Car,272.844816,1.0
5359,,BQ94892,Oregon,M,College,3230.576665,62873.0,81.0,0,Personal Auto,Four-Door Car,207.75186,0.0
5360,,LA33814,Oregon,M,High School or Below,17367.27409,66245.0,145.0,0,Personal Auto,SUV,181.501424,0.0
5361,,WM87004,Oregon,M,Bachelor,10595.81033,0.0,102.0,0,Personal Auto,SUV,734.4,0.0
5362,,OL28902,California,M,College,5999.380228,26303.0,165.0,0,Personal Auto,SUV,956.589903,0.0
5363,,VW88885,California,F,Bachelor,17006.00256,58620.0,71.0,0,Corporate Auto,Four-Door Car,340.8,1.0
5364,,OQ51004,California,M,Bachelor,3954.344534,18375.0,103.0,0,Personal Auto,Sports Car,535.080276,0.0
5365,,GJ88864,Nevada,F,College,3589.372361,30944.0,92.0,0,Personal Auto,Four-Door Car,348.216284,1.0
5366,,AF69537,Arizona,M,College,7329.777554,59630.0,185.0,0,Personal Auto,SUV,888.0,0.0
5367,,TX11163,Nevada,F,Bachelor,7380.570445,53957.0,184.0,0,Corporate Auto,Luxury,61.554272,1.0
5368,,FG43850,Oregon,M,High School or Below,7472.672033,44385.0,97.0,0,Corporate Auto,Four-Door Car,465.6,0.0
5369,,WY37677,Oregon,M,High School or Below,8500.12195,0.0,119.0,0,Personal Auto,Sports Car,856.8,0.0
5370,,WY80801,California,F,High School or Below,19357.79964,25561.0,163.0,0,Corporate Auto,SUV,983.374985,1.0
5371,,GZ90429,California,M,High School or Below,5846.114411,85956.0,145.0,0,Corporate Auto,SUV,510.381882,0.0
5372,,SX89429,Arizona,F,High School or Below,2231.786517,0.0,61.0,1,Personal Auto,Four-Door Car,311.404068,1.0
5373,,FW35631,Oregon,M,Bachelor,4864.527356,37406.0,122.0,1,Corporate Auto,SUV,1134.960471,0.0
5374,,HM20848,California,F,High School or Below,4594.292826,39053.0,114.0,0,Personal Auto,Sports Car,547.2,1.0
5375,,FO49408,Oregon,M,High School or Below,3044.003202,24475.0,84.0,3,Personal Auto,Four-Door Car,604.8,0.0
5376,,LL95376,Washington,M,Bachelor,2759.978287,92296.0,69.0,0,Personal Auto,Two-Door Car,331.2,0.0
5377,,UK49045,Oregon,M,High School or Below,11064.29047,29484.0,93.0,0,Personal Auto,Two-Door Car,446.4,0.0
5378,,JA24437,California,M,College,7555.828789,0.0,114.0,0,Personal Auto,Four-Door Car,820.8,0.0
5379,,TU77462,Oregon,M,College,7469.557777,48088.0,94.0,0,Personal Auto,Two-Door Car,134.828318,0.0
5380,,DA26490,California,M,Bachelor,4920.492369,21366.0,63.0,0,Personal Auto,Two-Door Car,302.4,0.0
5381,,JC37131,Arizona,M,High School or Below,12298.6863,17101.0,113.0,0,Special Auto,SUV,542.4,0.0
5382,,YZ77792,Washington,F,High School or Below,4630.363287,0.0,64.0,0,Personal Auto,Four-Door Car,460.8,1.0
5383,,AH53588,California,M,College,4636.54647,26802.0,66.0,1,Personal Auto,Two-Door Car,316.8,0.0
5384,,QV89018,Arizona,M,High School or Below,20467.71796,89025.0,64.0,0,Personal Auto,Four-Door Car,179.251604,0.0
5385,,SY95534,California,M,Bachelor,3792.829528,0.0,104.0,0,Personal Auto,SUV,748.8,0.0
5386,,YT37186,California,F,Bachelor,17526.17908,52228.0,220.0,1,Personal Auto,Luxury,1056.0,1.0
